Share_n: 6 | Epoch: 0/200 | new_acc: 11.72%
Share_n: 6 | Epoch: 1/200 | new_acc: 13.15%
Share_n: 6 | Epoch: 2/200 | new_acc: 13.03%
Share_n: 6 | Epoch: 3/200 | new_acc: 14.34%
Share_n: 6 | Epoch: 4/200 | new_acc: 12.56%
Share_n: 6 | Epoch: 5/200 | new_acc: 16.83%
Share_n: 6 | Epoch: 6/200 | new_acc: 12.28%
Share_n: 6 | Epoch: 7/200 | new_acc: 10.67%
Share_n: 6 | Epoch: 8/200 | new_acc: 10.58%
Share_n: 6 | Epoch: 9/200 | new_acc: 11.08%
Share_n: 6 | Epoch: 10/200 | new_acc: 13.63%
Share_n: 6 | Epoch: 11/200 | new_acc: 17.61%
Share_n: 6 | Epoch: 12/200 | new_acc: 16.22%
Share_n: 6 | Epoch: 13/200 | new_acc: 12.85%
Share_n: 6 | Epoch: 14/200 | new_acc: 19.43%
Share_n: 6 | Epoch: 15/200 | new_acc: 13.38%
Share_n: 6 | Epoch: 16/200 | new_acc: 17.6%
Share_n: 6 | Epoch: 17/200 | new_acc: 19.38%
Share_n: 6 | Epoch: 18/200 | new_acc: 18.28%
Share_n: 6 | Epoch: 19/200 | new_acc: 14.08%
Share_n: 6 | Epoch: 20/200 | new_acc: 22.97%
Share_n: 6 | Epoch: 21/200 | new_acc: 18.28%
Share_n: 6 | Epoch: 22/200 | new_acc: 19.75%
Share_n: 6 | Epoch: 23/200 | new_acc: 20.0%
Share_n: 6 | Epoch: 24/200 | new_acc: 22.1%
Share_n: 6 | Epoch: 25/200 | new_acc: 20.29%
Share_n: 6 | Epoch: 26/200 | new_acc: 20.93%
Share_n: 6 | Epoch: 27/200 | new_acc: 21.75%
Share_n: 6 | Epoch: 28/200 | new_acc: 24.75%
Share_n: 6 | Epoch: 29/200 | new_acc: 22.52%
Share_n: 6 | Epoch: 30/200 | new_acc: 22.45%
Share_n: 6 | Epoch: 31/200 | new_acc: 23.67%
Share_n: 6 | Epoch: 32/200 | new_acc: 24.82%
Share_n: 6 | Epoch: 33/200 | new_acc: 25.18%
Share_n: 6 | Epoch: 34/200 | new_acc: 21.61%
Share_n: 6 | Epoch: 35/200 | new_acc: 25.84%
Share_n: 6 | Epoch: 36/200 | new_acc: 26.48%
Share_n: 6 | Epoch: 37/200 | new_acc: 25.7%
Share_n: 6 | Epoch: 38/200 | new_acc: 26.0%
Share_n: 6 | Epoch: 39/200 | new_acc: 26.6%
Share_n: 6 | Epoch: 40/200 | new_acc: 27.01%
Share_n: 6 | Epoch: 41/200 | new_acc: 27.04%
Share_n: 6 | Epoch: 42/200 | new_acc: 23.5%
Share_n: 6 | Epoch: 43/200 | new_acc: 28.52%
Share_n: 6 | Epoch: 44/200 | new_acc: 24.69%
Share_n: 6 | Epoch: 45/200 | new_acc: 27.33%
Share_n: 6 | Epoch: 46/200 | new_acc: 24.35%
Share_n: 6 | Epoch: 47/200 | new_acc: 24.69%
Share_n: 6 | Epoch: 48/200 | new_acc: 24.07%
Share_n: 6 | Epoch: 49/200 | new_acc: 26.04%
Share_n: 6 | Epoch: 50/200 | new_acc: 24.09%
Share_n: 6 | Epoch: 51/200 | new_acc: 25.51%
Share_n: 6 | Epoch: 52/200 | new_acc: 25.08%
Share_n: 6 | Epoch: 53/200 | new_acc: 25.26%
Share_n: 6 | Epoch: 54/200 | new_acc: 26.12%
Share_n: 6 | Epoch: 55/200 | new_acc: 25.4%
Share_n: 6 | Epoch: 56/200 | new_acc: 23.28%
Share_n: 6 | Epoch: 57/200 | new_acc: 22.79%
Share_n: 6 | Epoch: 58/200 | new_acc: 24.45%
Share_n: 6 | Epoch: 59/200 | new_acc: 22.76%
Share_n: 6 | Epoch: 60/200 | new_acc: 24.87%
Share_n: 6 | Epoch: 61/200 | new_acc: 24.43%
Share_n: 6 | Epoch: 62/200 | new_acc: 23.65%
Share_n: 6 | Epoch: 63/200 | new_acc: 21.8%
Share_n: 6 | Epoch: 64/200 | new_acc: 22.28%
Share_n: 6 | Epoch: 65/200 | new_acc: 24.04%
Share_n: 6 | Epoch: 66/200 | new_acc: 24.14%
Share_n: 6 | Epoch: 67/200 | new_acc: 23.96%
Share_n: 6 | Epoch: 68/200 | new_acc: 24.27%
Share_n: 6 | Epoch: 69/200 | new_acc: 22.45%
Share_n: 6 | Epoch: 70/200 | new_acc: 25.32%
Share_n: 6 | Epoch: 71/200 | new_acc: 24.05%
Share_n: 6 | Epoch: 72/200 | new_acc: 21.04%
Share_n: 6 | Epoch: 73/200 | new_acc: 22.18%
Share_n: 6 | Epoch: 74/200 | new_acc: 22.44%
Share_n: 6 | Epoch: 75/200 | new_acc: 22.13%
Share_n: 6 | Epoch: 76/200 | new_acc: 21.68%
Share_n: 6 | Epoch: 77/200 | new_acc: 21.32%
