Share_n: 5 | Epoch: 0/200 | new_acc: 10.0%
Share_n: 5 | Epoch: 1/200 | new_acc: 10.46%
Share_n: 5 | Epoch: 2/200 | new_acc: 12.37%
Share_n: 5 | Epoch: 3/200 | new_acc: 10.5%
Share_n: 5 | Epoch: 4/200 | new_acc: 9.45%
Share_n: 5 | Epoch: 5/200 | new_acc: 9.61%
Share_n: 5 | Epoch: 6/200 | new_acc: 9.36%
Share_n: 5 | Epoch: 7/200 | new_acc: 10.41%
Share_n: 5 | Epoch: 8/200 | new_acc: 9.24%
Share_n: 5 | Epoch: 9/200 | new_acc: 8.55%
Share_n: 5 | Epoch: 10/200 | new_acc: 12.28%
Share_n: 5 | Epoch: 11/200 | new_acc: 17.18%
Share_n: 5 | Epoch: 12/200 | new_acc: 15.51%
Share_n: 5 | Epoch: 13/200 | new_acc: 11.5%
Share_n: 5 | Epoch: 14/200 | new_acc: 14.29%
Share_n: 5 | Epoch: 15/200 | new_acc: 14.12%
Share_n: 5 | Epoch: 16/200 | new_acc: 15.06%
Share_n: 5 | Epoch: 17/200 | new_acc: 13.03%
Share_n: 5 | Epoch: 18/200 | new_acc: 12.86%
Share_n: 5 | Epoch: 19/200 | new_acc: 16.4%
Share_n: 5 | Epoch: 20/200 | new_acc: 14.15%
Share_n: 5 | Epoch: 21/200 | new_acc: 13.05%
Share_n: 5 | Epoch: 22/200 | new_acc: 16.54%
Share_n: 5 | Epoch: 23/200 | new_acc: 18.2%
Share_n: 5 | Epoch: 24/200 | new_acc: 19.22%
Share_n: 5 | Epoch: 25/200 | new_acc: 18.58%
Share_n: 5 | Epoch: 26/200 | new_acc: 19.56%
Share_n: 5 | Epoch: 27/200 | new_acc: 18.52%
Share_n: 5 | Epoch: 28/200 | new_acc: 18.19%
Share_n: 5 | Epoch: 29/200 | new_acc: 18.45%
Share_n: 5 | Epoch: 30/200 | new_acc: 18.25%
Share_n: 5 | Epoch: 31/200 | new_acc: 17.65%
Share_n: 5 | Epoch: 32/200 | new_acc: 17.86%
Share_n: 5 | Epoch: 33/200 | new_acc: 17.78%
Share_n: 5 | Epoch: 34/200 | new_acc: 16.95%
Share_n: 5 | Epoch: 35/200 | new_acc: 17.91%
Share_n: 5 | Epoch: 36/200 | new_acc: 17.47%
Share_n: 5 | Epoch: 37/200 | new_acc: 16.85%
Share_n: 5 | Epoch: 38/200 | new_acc: 16.46%
Share_n: 5 | Epoch: 39/200 | new_acc: 16.49%
Share_n: 5 | Epoch: 40/200 | new_acc: 16.92%
Share_n: 5 | Epoch: 41/200 | new_acc: 17.36%
Share_n: 5 | Epoch: 42/200 | new_acc: 16.4%
Share_n: 5 | Epoch: 43/200 | new_acc: 17.74%
Share_n: 5 | Epoch: 44/200 | new_acc: 17.41%
Share_n: 5 | Epoch: 45/200 | new_acc: 17.46%
Share_n: 5 | Epoch: 46/200 | new_acc: 16.64%
Share_n: 5 | Epoch: 47/200 | new_acc: 18.45%
Share_n: 5 | Epoch: 48/200 | new_acc: 17.51%
Share_n: 5 | Epoch: 49/200 | new_acc: 17.3%
Share_n: 5 | Epoch: 50/200 | new_acc: 17.24%
Share_n: 5 | Epoch: 51/200 | new_acc: 17.1%
Share_n: 5 | Epoch: 52/200 | new_acc: 17.61%
Share_n: 5 | Epoch: 53/200 | new_acc: 17.42%
Share_n: 5 | Epoch: 54/200 | new_acc: 16.54%
Share_n: 5 | Epoch: 55/200 | new_acc: 16.94%
Share_n: 5 | Epoch: 56/200 | new_acc: 16.99%
Share_n: 5 | Epoch: 57/200 | new_acc: 17.06%
Share_n: 5 | Epoch: 58/200 | new_acc: 17.8%
Share_n: 5 | Epoch: 59/200 | new_acc: 16.35%
Share_n: 5 | Epoch: 60/200 | new_acc: 16.77%
Share_n: 5 | Epoch: 61/200 | new_acc: 17.73%
Share_n: 5 | Epoch: 62/200 | new_acc: 15.93%
Share_n: 5 | Epoch: 63/200 | new_acc: 16.73%
Share_n: 5 | Epoch: 64/200 | new_acc: 16.51%
Share_n: 5 | Epoch: 65/200 | new_acc: 16.7%
Share_n: 5 | Epoch: 66/200 | new_acc: 17.32%
Share_n: 5 | Epoch: 67/200 | new_acc: 15.97%
Share_n: 5 | Epoch: 68/200 | new_acc: 15.84%
Share_n: 5 | Epoch: 69/200 | new_acc: 16.29%
Share_n: 5 | Epoch: 70/200 | new_acc: 16.96%
Share_n: 5 | Epoch: 71/200 | new_acc: 16.02%
Share_n: 5 | Epoch: 72/200 | new_acc: 16.57%
