Share_n: 3 | Epoch: 0/200 | new_acc: 57.12%
Share_n: 3 | Epoch: 1/200 | new_acc: 55.82%
Share_n: 3 | Epoch: 2/200 | new_acc: 46.17%
Share_n: 3 | Epoch: 3/200 | new_acc: 46.01%
Share_n: 3 | Epoch: 4/200 | new_acc: 43.08%
Share_n: 3 | Epoch: 5/200 | new_acc: 44.86%
Share_n: 3 | Epoch: 6/200 | new_acc: 43.73%
Share_n: 3 | Epoch: 7/200 | new_acc: 45.32%
Share_n: 3 | Epoch: 8/200 | new_acc: 42.74%
Share_n: 3 | Epoch: 9/200 | new_acc: 41.48%
Share_n: 3 | Epoch: 10/200 | new_acc: 45.78%
Share_n: 3 | Epoch: 11/200 | new_acc: 46.2%
Share_n: 3 | Epoch: 12/200 | new_acc: 42.48%
Share_n: 3 | Epoch: 13/200 | new_acc: 45.12%
Share_n: 3 | Epoch: 14/200 | new_acc: 41.96%
Share_n: 3 | Epoch: 15/200 | new_acc: 39.77%
Share_n: 3 | Epoch: 16/200 | new_acc: 38.72%
Share_n: 3 | Epoch: 17/200 | new_acc: 42.74%
Share_n: 3 | Epoch: 18/200 | new_acc: 37.94%
Share_n: 3 | Epoch: 19/200 | new_acc: 37.76%
Share_n: 3 | Epoch: 20/200 | new_acc: 40.52%
Share_n: 3 | Epoch: 21/200 | new_acc: 36.98%
Share_n: 3 | Epoch: 22/200 | new_acc: 38.98%
Share_n: 3 | Epoch: 23/200 | new_acc: 37.66%
Share_n: 3 | Epoch: 24/200 | new_acc: 37.82%
Share_n: 3 | Epoch: 25/200 | new_acc: 38.67%
Share_n: 3 | Epoch: 26/200 | new_acc: 36.0%
Share_n: 3 | Epoch: 27/200 | new_acc: 35.37%
Share_n: 3 | Epoch: 28/200 | new_acc: 35.03%
Share_n: 3 | Epoch: 29/200 | new_acc: 34.55%
Share_n: 3 | Epoch: 30/200 | new_acc: 33.52%
Share_n: 3 | Epoch: 31/200 | new_acc: 34.99%
Share_n: 3 | Epoch: 32/200 | new_acc: 35.94%
Share_n: 3 | Epoch: 33/200 | new_acc: 33.68%
Share_n: 3 | Epoch: 34/200 | new_acc: 32.24%
Share_n: 3 | Epoch: 35/200 | new_acc: 33.48%
Share_n: 3 | Epoch: 36/200 | new_acc: 34.26%
Share_n: 3 | Epoch: 37/200 | new_acc: 32.67%
Share_n: 3 | Epoch: 38/200 | new_acc: 31.82%
Share_n: 3 | Epoch: 39/200 | new_acc: 33.05%
Share_n: 3 | Epoch: 40/200 | new_acc: 30.39%
Share_n: 3 | Epoch: 41/200 | new_acc: 34.38%
Share_n: 3 | Epoch: 42/200 | new_acc: 32.68%
Share_n: 3 | Epoch: 43/200 | new_acc: 29.66%
Share_n: 3 | Epoch: 44/200 | new_acc: 34.34%
Share_n: 3 | Epoch: 45/200 | new_acc: 34.15%
Share_n: 3 | Epoch: 46/200 | new_acc: 32.2%
Share_n: 3 | Epoch: 47/200 | new_acc: 33.19%
Share_n: 3 | Epoch: 48/200 | new_acc: 29.7%
Share_n: 3 | Epoch: 49/200 | new_acc: 33.32%
Share_n: 3 | Epoch: 50/200 | new_acc: 34.53%
Share_n: 3 | Epoch: 51/200 | new_acc: 33.0%
Share_n: 3 | Epoch: 52/200 | new_acc: 31.37%
Share_n: 3 | Epoch: 53/200 | new_acc: 34.59%
Share_n: 3 | Epoch: 54/200 | new_acc: 32.17%
Share_n: 3 | Epoch: 55/200 | new_acc: 34.0%
Share_n: 3 | Epoch: 56/200 | new_acc: 34.05%
Share_n: 3 | Epoch: 57/200 | new_acc: 33.17%
Share_n: 3 | Epoch: 58/200 | new_acc: 32.38%
Share_n: 3 | Epoch: 59/200 | new_acc: 34.94%
Share_n: 3 | Epoch: 60/200 | new_acc: 35.26%
