Share_n: 7 | Epoch: 0/200 | new_acc: 20.74%
Share_n: 7 | Epoch: 1/200 | new_acc: 26.7%
Share_n: 7 | Epoch: 2/200 | new_acc: 21.88%
Share_n: 7 | Epoch: 3/200 | new_acc: 17.93%
Share_n: 7 | Epoch: 4/200 | new_acc: 17.41%
Share_n: 7 | Epoch: 5/200 | new_acc: 19.82%
Share_n: 7 | Epoch: 6/200 | new_acc: 18.6%
Share_n: 7 | Epoch: 7/200 | new_acc: 18.4%
Share_n: 7 | Epoch: 8/200 | new_acc: 22.05%
Share_n: 7 | Epoch: 9/200 | new_acc: 20.06%
Share_n: 7 | Epoch: 10/200 | new_acc: 21.97%
Share_n: 7 | Epoch: 11/200 | new_acc: 19.15%
Share_n: 7 | Epoch: 12/200 | new_acc: 25.05%
Share_n: 7 | Epoch: 13/200 | new_acc: 21.46%
Share_n: 7 | Epoch: 14/200 | new_acc: 22.69%
Share_n: 7 | Epoch: 15/200 | new_acc: 21.36%
Share_n: 7 | Epoch: 16/200 | new_acc: 21.78%
Share_n: 7 | Epoch: 17/200 | new_acc: 22.98%
Share_n: 7 | Epoch: 18/200 | new_acc: 19.1%
Share_n: 7 | Epoch: 19/200 | new_acc: 22.47%
Share_n: 7 | Epoch: 20/200 | new_acc: 18.76%
Share_n: 7 | Epoch: 21/200 | new_acc: 19.75%
Share_n: 7 | Epoch: 22/200 | new_acc: 18.85%
Share_n: 7 | Epoch: 23/200 | new_acc: 19.98%
Share_n: 7 | Epoch: 24/200 | new_acc: 19.06%
Share_n: 7 | Epoch: 25/200 | new_acc: 17.24%
Share_n: 7 | Epoch: 26/200 | new_acc: 20.39%
Share_n: 7 | Epoch: 27/200 | new_acc: 19.04%
Share_n: 7 | Epoch: 28/200 | new_acc: 17.04%
Share_n: 7 | Epoch: 29/200 | new_acc: 15.88%
Share_n: 7 | Epoch: 30/200 | new_acc: 15.6%
Share_n: 7 | Epoch: 31/200 | new_acc: 17.26%
Share_n: 7 | Epoch: 32/200 | new_acc: 20.81%
Share_n: 7 | Epoch: 33/200 | new_acc: 18.89%
Share_n: 7 | Epoch: 34/200 | new_acc: 19.51%
Share_n: 7 | Epoch: 35/200 | new_acc: 17.31%
Share_n: 7 | Epoch: 36/200 | new_acc: 15.39%
Share_n: 7 | Epoch: 37/200 | new_acc: 16.65%
Share_n: 7 | Epoch: 38/200 | new_acc: 20.02%
Share_n: 7 | Epoch: 39/200 | new_acc: 15.46%
Share_n: 7 | Epoch: 40/200 | new_acc: 15.38%
Share_n: 7 | Epoch: 41/200 | new_acc: 13.62%
Share_n: 7 | Epoch: 42/200 | new_acc: 16.06%
Share_n: 7 | Epoch: 43/200 | new_acc: 14.77%
Share_n: 7 | Epoch: 44/200 | new_acc: 15.75%
Share_n: 7 | Epoch: 45/200 | new_acc: 14.31%
Share_n: 7 | Epoch: 46/200 | new_acc: 15.74%
Share_n: 7 | Epoch: 47/200 | new_acc: 14.85%
Share_n: 7 | Epoch: 48/200 | new_acc: 17.88%
Share_n: 7 | Epoch: 49/200 | new_acc: 16.82%
Share_n: 7 | Epoch: 50/200 | new_acc: 19.07%
Share_n: 7 | Epoch: 51/200 | new_acc: 16.15%
Share_n: 7 | Epoch: 52/200 | new_acc: 20.67%
Share_n: 7 | Epoch: 53/200 | new_acc: 15.72%
Share_n: 7 | Epoch: 54/200 | new_acc: 15.35%
Share_n: 7 | Epoch: 55/200 | new_acc: 15.64%
Share_n: 7 | Epoch: 56/200 | new_acc: 16.42%
Share_n: 7 | Epoch: 57/200 | new_acc: 15.46%
Share_n: 7 | Epoch: 58/200 | new_acc: 14.96%
Share_n: 7 | Epoch: 59/200 | new_acc: 15.79%
Share_n: 7 | Epoch: 60/200 | new_acc: 14.42%
Share_n: 7 | Epoch: 61/200 | new_acc: 13.41%
Share_n: 7 | Epoch: 62/200 | new_acc: 18.37%
Share_n: 7 | Epoch: 63/200 | new_acc: 15.5%
Share_n: 7 | Epoch: 64/200 | new_acc: 15.25%
Share_n: 7 | Epoch: 65/200 | new_acc: 15.49%
