Share_n: 4 | Epoch: 0/200 | new_acc: 10.64%
Share_n: 4 | Epoch: 1/200 | new_acc: 10.21%
Share_n: 4 | Epoch: 2/200 | new_acc: 10.12%
Share_n: 4 | Epoch: 3/200 | new_acc: 10.2%
Share_n: 4 | Epoch: 4/200 | new_acc: 2.35%
Share_n: 4 | Epoch: 5/200 | new_acc: 8.83%
Share_n: 4 | Epoch: 6/200 | new_acc: 9.73%
Share_n: 4 | Epoch: 7/200 | new_acc: 6.82%
Share_n: 4 | Epoch: 8/200 | new_acc: 10.89%
Share_n: 4 | Epoch: 9/200 | new_acc: 11.08%
Share_n: 4 | Epoch: 10/200 | new_acc: 10.94%
Share_n: 4 | Epoch: 11/200 | new_acc: 7.29%
Share_n: 4 | Epoch: 12/200 | new_acc: 10.68%
Share_n: 4 | Epoch: 13/200 | new_acc: 10.74%
Share_n: 4 | Epoch: 14/200 | new_acc: 7.38%
Share_n: 4 | Epoch: 15/200 | new_acc: 9.79%
Share_n: 4 | Epoch: 16/200 | new_acc: 7.35%
Share_n: 4 | Epoch: 17/200 | new_acc: 8.24%
Share_n: 4 | Epoch: 18/200 | new_acc: 8.11%
Share_n: 4 | Epoch: 19/200 | new_acc: 7.22%
