Share_n: 1 | Epoch: 0/200 | new_acc: 82.54%
Share_n: 1 | Epoch: 0/200 | B_acc: 40.79%
Share_n: 1 | Epoch: 1/200 | new_acc: 80.32%
Share_n: 1 | Epoch: 2/200 | new_acc: 78.58%
Share_n: 1 | Epoch: 3/200 | new_acc: 79.16%
Share_n: 1 | Epoch: 4/200 | new_acc: 79.4%
Share_n: 1 | Epoch: 5/200 | new_acc: 78.72%
Share_n: 1 | Epoch: 5/200 | B_acc: 55.64%
Share_n: 1 | Epoch: 6/200 | new_acc: 79.49%
Share_n: 1 | Epoch: 7/200 | new_acc: 79.96%
Share_n: 1 | Epoch: 8/200 | new_acc: 79.75%
Share_n: 1 | Epoch: 9/200 | new_acc: 78.99%
Share_n: 1 | Epoch: 10/200 | new_acc: 78.78%
Share_n: 1 | Epoch: 10/200 | B_acc: 75.13%
Share_n: 1 | Epoch: 11/200 | new_acc: 79.32%
Share_n: 1 | Epoch: 12/200 | new_acc: 79.92%
Share_n: 1 | Epoch: 13/200 | new_acc: 79.78%
Share_n: 1 | Epoch: 14/200 | new_acc: 80.04%
Share_n: 1 | Epoch: 15/200 | new_acc: 79.51%
Share_n: 1 | Epoch: 15/200 | B_acc: 73.49%
Share_n: 1 | Epoch: 16/200 | new_acc: 79.3%
Share_n: 1 | Epoch: 17/200 | new_acc: 79.46%
Share_n: 1 | Epoch: 18/200 | new_acc: 80.66%
Share_n: 1 | Epoch: 19/200 | new_acc: 80.99%
Share_n: 1 | Epoch: 20/200 | new_acc: 80.83%
Share_n: 1 | Epoch: 20/200 | B_acc: 77.2%
Share_n: 1 | Epoch: 21/200 | new_acc: 80.8%
Share_n: 1 | Epoch: 22/200 | new_acc: 80.93%
Share_n: 1 | Epoch: 23/200 | new_acc: 81.13%
Share_n: 1 | Epoch: 24/200 | new_acc: 81.7%
Share_n: 1 | Epoch: 25/200 | new_acc: 82.02%
Share_n: 1 | Epoch: 25/200 | B_acc: 78.41%
Share_n: 1 | Epoch: 26/200 | new_acc: 82.65%
Share_n: 1 | Epoch: 27/200 | new_acc: 82.47%
Share_n: 1 | Epoch: 28/200 | new_acc: 82.58%
Share_n: 1 | Epoch: 29/200 | new_acc: 82.14%
Share_n: 1 | Epoch: 30/200 | new_acc: 82.38%
Share_n: 1 | Epoch: 30/200 | B_acc: 76.49%
Share_n: 1 | Epoch: 31/200 | new_acc: 82.53%
Share_n: 1 | Epoch: 32/200 | new_acc: 82.79%
Share_n: 1 | Epoch: 33/200 | new_acc: 82.59%
Share_n: 1 | Epoch: 34/200 | new_acc: 82.9%
Share_n: 1 | Epoch: 35/200 | new_acc: 83.13%
Share_n: 1 | Epoch: 35/200 | B_acc: 82.95%
Share_n: 1 | Epoch: 36/200 | new_acc: 82.28%
Share_n: 1 | Epoch: 37/200 | new_acc: 83.41%
Share_n: 1 | Epoch: 38/200 | new_acc: 82.77%
Share_n: 1 | Epoch: 39/200 | new_acc: 82.54%
Share_n: 1 | Epoch: 40/200 | new_acc: 82.28%
Share_n: 1 | Epoch: 40/200 | B_acc: 74.1%
Share_n: 1 | Epoch: 41/200 | new_acc: 82.81%
Share_n: 1 | Epoch: 42/200 | new_acc: 82.64%
Share_n: 1 | Epoch: 43/200 | new_acc: 82.85%
Share_n: 1 | Epoch: 44/200 | new_acc: 82.89%
Share_n: 1 | Epoch: 45/200 | new_acc: 83.44%
Share_n: 1 | Epoch: 45/200 | B_acc: 84.41%
Share_n: 1 | Epoch: 46/200 | new_acc: 82.58%
Share_n: 1 | Epoch: 47/200 | new_acc: 83.38%
Share_n: 1 | Epoch: 48/200 | new_acc: 83.65%
Share_n: 1 | Epoch: 49/200 | new_acc: 83.09%
Share_n: 1 | Epoch: 50/200 | new_acc: 82.8%
Share_n: 1 | Epoch: 50/200 | B_acc: 78.38%
Share_n: 1 | Epoch: 51/200 | new_acc: 83.51%
Share_n: 1 | Epoch: 52/200 | new_acc: 83.35%
Share_n: 1 | Epoch: 53/200 | new_acc: 83.24%
Share_n: 1 | Epoch: 54/200 | new_acc: 83.48%
Share_n: 1 | Epoch: 55/200 | new_acc: 83.17%
Share_n: 1 | Epoch: 55/200 | B_acc: 84.8%
Share_n: 1 | Epoch: 56/200 | new_acc: 83.2%
Share_n: 1 | Epoch: 57/200 | new_acc: 83.49%
Share_n: 1 | Epoch: 58/200 | new_acc: 83.0%
Share_n: 1 | Epoch: 59/200 | new_acc: 83.34%
Share_n: 1 | Epoch: 60/200 | new_acc: 82.83%
Share_n: 1 | Epoch: 60/200 | B_acc: 78.48%
Share_n: 1 | Epoch: 61/200 | new_acc: 83.09%
Share_n: 1 | Epoch: 62/200 | new_acc: 83.52%
Share_n: 1 | Epoch: 63/200 | new_acc: 83.7%
Share_n: 1 | Epoch: 64/200 | new_acc: 83.58%
Share_n: 1 | Epoch: 65/200 | new_acc: 83.78%
Share_n: 1 | Epoch: 65/200 | B_acc: 83.52%
Share_n: 1 | Epoch: 66/200 | new_acc: 83.4%
Share_n: 1 | Epoch: 67/200 | new_acc: 83.43%
Share_n: 1 | Epoch: 68/200 | new_acc: 83.5%
Share_n: 1 | Epoch: 69/200 | new_acc: 83.46%
Share_n: 1 | Epoch: 70/200 | new_acc: 83.33%
Share_n: 1 | Epoch: 70/200 | B_acc: 81.67%
Share_n: 1 | Epoch: 71/200 | new_acc: 83.53%
Share_n: 1 | Epoch: 72/200 | new_acc: 83.96%
Share_n: 1 | Epoch: 73/200 | new_acc: 84.09%
Share_n: 1 | Epoch: 74/200 | new_acc: 83.47%
Share_n: 1 | Epoch: 75/200 | new_acc: 83.6%
Share_n: 1 | Epoch: 75/200 | B_acc: 81.97%
Share_n: 1 | Epoch: 76/200 | new_acc: 83.2%
Share_n: 1 | Epoch: 77/200 | new_acc: 83.72%
Share_n: 1 | Epoch: 78/200 | new_acc: 84.09%
Share_n: 1 | Epoch: 79/200 | new_acc: 83.46%
Share_n: 1 | Epoch: 80/200 | new_acc: 83.41%
Share_n: 1 | Epoch: 80/200 | B_acc: 84.92%
Share_n: 1 | Epoch: 81/200 | new_acc: 83.51%
Share_n: 1 | Epoch: 82/200 | new_acc: 83.58%
Share_n: 1 | Epoch: 83/200 | new_acc: 83.68%
Share_n: 1 | Epoch: 84/200 | new_acc: 83.41%
Share_n: 1 | Epoch: 85/200 | new_acc: 83.31%
Share_n: 1 | Epoch: 85/200 | B_acc: 82.93%
Share_n: 1 | Epoch: 86/200 | new_acc: 83.52%
Share_n: 1 | Epoch: 87/200 | new_acc: 82.98%
Share_n: 1 | Epoch: 88/200 | new_acc: 83.05%
Share_n: 1 | Epoch: 89/200 | new_acc: 83.95%
Share_n: 1 | Epoch: 90/200 | new_acc: 83.25%
Share_n: 1 | Epoch: 90/200 | B_acc: 86.02%
Share_n: 1 | Epoch: 91/200 | new_acc: 83.44%
Share_n: 1 | Epoch: 92/200 | new_acc: 83.16%
Share_n: 1 | Epoch: 93/200 | new_acc: 82.77%
Share_n: 1 | Epoch: 94/200 | new_acc: 83.71%
Share_n: 1 | Epoch: 95/200 | new_acc: 83.5%
