Share_n: 2 | Epoch: 0/200 | new_acc: 82.97%
Share_n: 2 | Epoch: 0/200 | B_acc: 45.49%
Share_n: 2 | Epoch: 1/200 | new_acc: 82.8%
Share_n: 2 | Epoch: 2/200 | new_acc: 82.44%
Share_n: 2 | Epoch: 3/200 | new_acc: 82.7%
Share_n: 2 | Epoch: 4/200 | new_acc: 82.0%
Share_n: 2 | Epoch: 5/200 | new_acc: 82.0%
Share_n: 2 | Epoch: 5/200 | B_acc: 48.89%
Share_n: 2 | Epoch: 6/200 | new_acc: 82.62%
Share_n: 2 | Epoch: 7/200 | new_acc: 82.64%
Share_n: 2 | Epoch: 8/200 | new_acc: 82.92%
Share_n: 2 | Epoch: 9/200 | new_acc: 82.66%
Share_n: 2 | Epoch: 10/200 | new_acc: 83.23%
Share_n: 2 | Epoch: 10/200 | B_acc: 74.38%
Share_n: 2 | Epoch: 11/200 | new_acc: 83.15%
Share_n: 2 | Epoch: 12/200 | new_acc: 83.04%
Share_n: 2 | Epoch: 13/200 | new_acc: 82.79%
Share_n: 2 | Epoch: 14/200 | new_acc: 83.12%
Share_n: 2 | Epoch: 15/200 | new_acc: 82.92%
Share_n: 2 | Epoch: 15/200 | B_acc: 71.31%
Share_n: 2 | Epoch: 16/200 | new_acc: 83.46%
Share_n: 2 | Epoch: 17/200 | new_acc: 83.01%
Share_n: 2 | Epoch: 18/200 | new_acc: 83.6%
Share_n: 2 | Epoch: 19/200 | new_acc: 83.83%
Share_n: 2 | Epoch: 20/200 | new_acc: 83.98%
Share_n: 2 | Epoch: 20/200 | B_acc: 77.72%
Share_n: 2 | Epoch: 21/200 | new_acc: 83.28%
Share_n: 2 | Epoch: 22/200 | new_acc: 83.99%
Share_n: 2 | Epoch: 23/200 | new_acc: 83.51%
Share_n: 2 | Epoch: 24/200 | new_acc: 83.6%
Share_n: 2 | Epoch: 25/200 | new_acc: 83.68%
Share_n: 2 | Epoch: 25/200 | B_acc: 79.92%
Share_n: 2 | Epoch: 26/200 | new_acc: 83.58%
Share_n: 2 | Epoch: 27/200 | new_acc: 83.67%
Share_n: 2 | Epoch: 28/200 | new_acc: 84.0%
Share_n: 2 | Epoch: 29/200 | new_acc: 83.75%
Share_n: 2 | Epoch: 30/200 | new_acc: 83.47%
Share_n: 2 | Epoch: 30/200 | B_acc: 75.1%
Share_n: 2 | Epoch: 31/200 | new_acc: 83.73%
Share_n: 2 | Epoch: 32/200 | new_acc: 83.29%
Share_n: 2 | Epoch: 33/200 | new_acc: 83.77%
Share_n: 2 | Epoch: 34/200 | new_acc: 83.36%
Share_n: 2 | Epoch: 35/200 | new_acc: 83.52%
Share_n: 2 | Epoch: 35/200 | B_acc: 83.15%
Share_n: 2 | Epoch: 36/200 | new_acc: 83.68%
Share_n: 2 | Epoch: 37/200 | new_acc: 83.69%
Share_n: 2 | Epoch: 38/200 | new_acc: 84.0%
Share_n: 2 | Epoch: 39/200 | new_acc: 83.76%
Share_n: 2 | Epoch: 40/200 | new_acc: 83.67%
Share_n: 2 | Epoch: 40/200 | B_acc: 74.85%
Share_n: 2 | Epoch: 41/200 | new_acc: 84.43%
Share_n: 2 | Epoch: 42/200 | new_acc: 83.71%
Share_n: 2 | Epoch: 43/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 44/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 45/200 | new_acc: 84.19%
Share_n: 2 | Epoch: 45/200 | B_acc: 84.45%
Share_n: 2 | Epoch: 46/200 | new_acc: 84.08%
Share_n: 2 | Epoch: 47/200 | new_acc: 84.64%
Share_n: 2 | Epoch: 48/200 | new_acc: 84.02%
Share_n: 2 | Epoch: 49/200 | new_acc: 83.84%
Share_n: 2 | Epoch: 50/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 50/200 | B_acc: 78.55%
Share_n: 2 | Epoch: 51/200 | new_acc: 83.85%
Share_n: 2 | Epoch: 52/200 | new_acc: 83.88%
Share_n: 2 | Epoch: 53/200 | new_acc: 83.96%
Share_n: 2 | Epoch: 54/200 | new_acc: 84.37%
Share_n: 2 | Epoch: 55/200 | new_acc: 83.75%
Share_n: 2 | Epoch: 55/200 | B_acc: 85.19%
Share_n: 2 | Epoch: 56/200 | new_acc: 83.74%
Share_n: 2 | Epoch: 57/200 | new_acc: 83.94%
Share_n: 2 | Epoch: 58/200 | new_acc: 83.67%
Share_n: 2 | Epoch: 59/200 | new_acc: 83.66%
Share_n: 2 | Epoch: 60/200 | new_acc: 83.77%
Share_n: 2 | Epoch: 60/200 | B_acc: 80.78%
Share_n: 2 | Epoch: 61/200 | new_acc: 83.91%
Share_n: 2 | Epoch: 62/200 | new_acc: 84.12%
Share_n: 2 | Epoch: 63/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 64/200 | new_acc: 84.38%
Share_n: 2 | Epoch: 65/200 | new_acc: 84.21%
Share_n: 2 | Epoch: 65/200 | B_acc: 84.19%
Share_n: 2 | Epoch: 66/200 | new_acc: 84.26%
Share_n: 2 | Epoch: 67/200 | new_acc: 84.01%
Share_n: 2 | Epoch: 68/200 | new_acc: 84.32%
Share_n: 2 | Epoch: 69/200 | new_acc: 84.13%
Share_n: 2 | Epoch: 70/200 | new_acc: 83.94%
Share_n: 2 | Epoch: 70/200 | B_acc: 80.97%
Share_n: 2 | Epoch: 71/200 | new_acc: 84.42%
Share_n: 2 | Epoch: 72/200 | new_acc: 83.95%
Share_n: 2 | Epoch: 73/200 | new_acc: 83.88%
Share_n: 2 | Epoch: 74/200 | new_acc: 84.3%
Share_n: 2 | Epoch: 75/200 | new_acc: 84.13%
Share_n: 2 | Epoch: 75/200 | B_acc: 81.82%
Share_n: 2 | Epoch: 76/200 | new_acc: 84.46%
Share_n: 2 | Epoch: 77/200 | new_acc: 84.05%
Share_n: 2 | Epoch: 78/200 | new_acc: 84.16%
Share_n: 2 | Epoch: 79/200 | new_acc: 84.33%
Share_n: 2 | Epoch: 80/200 | new_acc: 84.66%
Share_n: 2 | Epoch: 80/200 | B_acc: 84.83%
Share_n: 2 | Epoch: 81/200 | new_acc: 84.65%
Share_n: 2 | Epoch: 82/200 | new_acc: 84.21%
Share_n: 2 | Epoch: 83/200 | new_acc: 84.29%
Share_n: 2 | Epoch: 84/200 | new_acc: 84.68%
Share_n: 2 | Epoch: 85/200 | new_acc: 84.39%
Share_n: 2 | Epoch: 85/200 | B_acc: 78.83%
Share_n: 2 | Epoch: 86/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 87/200 | new_acc: 83.77%
Share_n: 2 | Epoch: 88/200 | new_acc: 84.07%
Share_n: 2 | Epoch: 89/200 | new_acc: 84.16%
Share_n: 2 | Epoch: 90/200 | new_acc: 84.11%
Share_n: 2 | Epoch: 90/200 | B_acc: 86.25%
Share_n: 2 | Epoch: 91/200 | new_acc: 84.3%
Share_n: 2 | Epoch: 92/200 | new_acc: 84.27%
Share_n: 2 | Epoch: 93/200 | new_acc: 84.27%
Share_n: 2 | Epoch: 94/200 | new_acc: 84.37%
Share_n: 2 | Epoch: 95/200 | new_acc: 84.05%
Share_n: 2 | Epoch: 95/200 | B_acc: 81.15%
Share_n: 2 | Epoch: 96/200 | new_acc: 84.23%
Share_n: 2 | Epoch: 97/200 | new_acc: 84.46%
Share_n: 2 | Epoch: 98/200 | new_acc: 84.62%
Share_n: 2 | Epoch: 99/200 | new_acc: 84.27%
Share_n: 2 | Epoch: 100/200 | new_acc: 84.23%
Share_n: 2 | Epoch: 100/200 | B_acc: 86.58%
Share_n: 2 | Epoch: 101/200 | new_acc: 84.17%
Share_n: 2 | Epoch: 102/200 | new_acc: 84.19%
Share_n: 2 | Epoch: 103/200 | new_acc: 83.84%
Share_n: 2 | Epoch: 104/200 | new_acc: 83.96%
Share_n: 2 | Epoch: 105/200 | new_acc: 84.2%
Share_n: 2 | Epoch: 105/200 | B_acc: 81.57%
Share_n: 2 | Epoch: 106/200 | new_acc: 84.21%
Share_n: 2 | Epoch: 107/200 | new_acc: 84.16%
Share_n: 2 | Epoch: 108/200 | new_acc: 83.91%
Share_n: 2 | Epoch: 109/200 | new_acc: 83.93%
Share_n: 2 | Epoch: 110/200 | new_acc: 83.84%
Share_n: 2 | Epoch: 110/200 | B_acc: 86.31%
Share_n: 2 | Epoch: 111/200 | new_acc: 84.08%
Share_n: 2 | Epoch: 112/200 | new_acc: 83.73%
Share_n: 2 | Epoch: 113/200 | new_acc: 84.09%
Share_n: 2 | Epoch: 114/200 | new_acc: 84.03%
Share_n: 2 | Epoch: 115/200 | new_acc: 84.64%
Share_n: 2 | Epoch: 115/200 | B_acc: 84.03%
Share_n: 2 | Epoch: 116/200 | new_acc: 83.91%
Share_n: 2 | Epoch: 117/200 | new_acc: 84.09%
Share_n: 2 | Epoch: 118/200 | new_acc: 83.8%
Share_n: 2 | Epoch: 119/200 | new_acc: 83.79%
Share_n: 2 | Epoch: 120/200 | new_acc: 83.86%
Share_n: 2 | Epoch: 120/200 | B_acc: 84.19%
Share_n: 2 | Epoch: 121/200 | new_acc: 83.28%
Share_n: 2 | Epoch: 122/200 | new_acc: 83.52%
Share_n: 2 | Epoch: 123/200 | new_acc: 83.95%
Share_n: 2 | Epoch: 124/200 | new_acc: 83.43%
Share_n: 2 | Epoch: 125/200 | new_acc: 84.22%
Share_n: 2 | Epoch: 125/200 | B_acc: 84.75%
Share_n: 2 | Epoch: 126/200 | new_acc: 84.31%
Share_n: 2 | Epoch: 127/200 | new_acc: 83.92%
Share_n: 2 | Epoch: 128/200 | new_acc: 84.42%
Share_n: 2 | Epoch: 129/200 | new_acc: 84.32%
Share_n: 2 | Epoch: 130/200 | new_acc: 84.13%
Share_n: 2 | Epoch: 130/200 | B_acc: 81.29%
Share_n: 2 | Epoch: 131/200 | new_acc: 83.5%
Share_n: 2 | Epoch: 132/200 | new_acc: 83.97%
Share_n: 2 | Epoch: 133/200 | new_acc: 84.33%
Share_n: 2 | Epoch: 134/200 | new_acc: 83.71%
Share_n: 2 | Epoch: 135/200 | new_acc: 83.98%
Share_n: 2 | Epoch: 135/200 | B_acc: 86.81%
Share_n: 2 | Epoch: 136/200 | new_acc: 83.98%
Share_n: 2 | Epoch: 137/200 | new_acc: 84.06%
Share_n: 2 | Epoch: 138/200 | new_acc: 83.34%
Share_n: 2 | Epoch: 139/200 | new_acc: 83.61%
Share_n: 2 | Epoch: 140/200 | new_acc: 84.3%
Share_n: 2 | Epoch: 140/200 | B_acc: 79.11%
Share_n: 2 | Epoch: 141/200 | new_acc: 84.0%
Share_n: 2 | Epoch: 142/200 | new_acc: 83.43%
Share_n: 2 | Epoch: 143/200 | new_acc: 83.66%
Share_n: 2 | Epoch: 144/200 | new_acc: 83.58%
Share_n: 2 | Epoch: 145/200 | new_acc: 83.53%
Share_n: 2 | Epoch: 145/200 | B_acc: 87.36%
Share_n: 2 | Epoch: 146/200 | new_acc: 83.45%
Share_n: 2 | Epoch: 147/200 | new_acc: 83.66%
